	Id	ID Number	Class	Tract	Name	Owner	BridgeType	Width	NumSpans	Length	MaxSpanLength	SkewAngle	SeatLength	SeatWidth	YearBuilt	YearRemodeled	PierType	FoundationType	ScourIndex	Traffic	TrafficIndex	Condition	Replacement Cost (thous. $)	Latitude	Longitude	Comment	Shape	SoilType	LqfSusCat	LndSusCat	WaterDepth
	CA011865	CA011865	HWB23	06085504413	AMERICAN PKWY-E237	State Highway Agency	60500012	9.600	8	167	27.000	5.000			1994		H062000000		N	101	 	787	$3,064.68	37.431670	-121.903330			D	0	0	5.000
	CA011867	CA011867	HWB23	06085505001	WB STATE ROUTE 237	State Highway Agency	60500012	18.100	2	59	30.000	29.000			1994		H053100000		N	44750	 	787	$2,041.40	37.416670	-121.975000			D	0	0	5.000
	CA011869	CA011869	HWB23	06085505001	EB STATE ROUTE 237	State Highway Agency	60500012	18.100	2	59	30.000	29.000			1994		H052000000		N	44750	 	787	$2,041.40	37.416670	-121.975000			D	0	0	5.000
	CA011871	CA011871	HWB23	06085505006	MCCARTHY BOULEVARD	State Highway Agency	60500017	38.700	2	107	62.000	6.000			1991		H056100000		N	2000	 	787	$7,915.74	37.423330	-121.923330			D	0	0	5.000
	CA011873	CA011873	HWB11	06085512602	S101-E25 CONNECTOR	State Highway Agency	20100002	8.400	14	166	13.000	24.000			1989		N000000000		7	4300	 	577	$2,665.54	36.961670	-121.533330			D	0	0	5.000
	CA011874	CA011874	HWB4	06085512033	STATE ROUTE 85	State Highway Agency	10100012	108.100	1	13	13.000	88.000			1990		R057900000		N	26350	 	567	$2,686.37	37.241670	-121.791670			D	0	0	5.000
	CA011875	CA011875	HWB23	06085502910	MERIDIAN AVENUE	State Highway Agency	60500014	20.600	2	57	28.000	12.000			1991		H055200000		N	10000	 	687	$2,244.60	37.250000	-121.895000			D	0	0	5.000
	CA011877	CA011877	HWB23	06085502906	STATE ROUTE 85	State Highway Agency	60500012	29.500	2	63	32.000	26.000			1992		H047200000		N	47900	 	587	$3,552.71	37.250000	-121.910000			D	0	0	5.000
	CA011879	CA011879	HWB23	06085502906	STATE ROUTE 85	State Highway Agency	60500012	18.100	2	64	34.000	28.000			1992		H047800000		N	47900	 	787	$2,214.40	37.250000	-121.910000			D	0	0	5.000
	CA011881	CA011881	HWB23	06085507401	COX AVENUE OC	State Highway Agency	60500019	15.800	2	76	38.000	46.000			1991		H053000000		N	1000	 	687	$2,295.45	37.283330	-122.015000			D	0	0	5.000
	CA011883	CA011883	HWB23	06085512027	STATE ROUTE 85 SB	State Highway Agency	60500012	17.500	2	54	27.000	0.000			1991		H076200000		N	42550	 	786	$1,806.46	37.255000	-121.856670			D	0	0	5.000
	CA011885	CA011885	HWB23	06085512027	STATE ROUTE 85 NB	State Highway Agency	60500012	21.200	6	165	38.000	99.000			1991		H076200000		N	42550	 	686	$6,686.78	37.255000	-121.856670			D	0	0	5.000
	CA011887	CA011887	HWB23	06085504602	NORTH 1ST STREET	State Highway Agency	60500014	27.100	2	111	55.000	42.000			1995		H058500000		N	8000	 	787	$5,750.28	37.420000	-121.958330			D	0	0	5.000
	CA011889	CA011889	HWB23	06085504602	ZANKER ROAD	State Highway Agency	60500014	29.200	2	82	43.000	1.000			1994		H054500000		N	8000	 	787	$4,577.14	37.420000	-121.943330			D	0	0	5.000
	CA011891	CA011891	HWB4	06085513500	OFF-RAMP ROUTE 152	State Highway Agency	50500002	8.300	1	18	18.000	34.000			1991		N000000000		N	100	 	787	$285.59	37.000000	-121.378330			D	0	0	5.000
	CA011892	CA011892	HWB4	06085513500	STATE ROUTE 152	State Highway Agency	50500002	12.700	1	28	28.000	25.000			1991		N000000000		N	10700	 	687	$679.77	37.000000	-121.378330			D	0	0	5.000
	CA011893	CA011893	HWB4	06085513500	STATE ROUTE 152	State Highway Agency	50500002	12.800	1	29	29.000	31.000			1991		N000000000		N	10700	 	787	$709.59	37.000000	-121.378330			D	0	0	5.000
	CA011894	CA011894	HWB4	06085513500	ON-RAMP ROUTE 152	State Highway Agency	50500002	8.300	1	23	23.000	24.000			1991		N000000000		N	100	 	787	$364.92	37.000000	-121.378330			D	0	0	5.000
	CA011897	CA011897	HWB23	06085512032	STATE ROUTE 85	State Highway Agency	60500012	18.000	3	142	68.000	42.000			1992		R075200000		N	20650	 	787	$4,886.05	37.240000	-121.776670			D	0	0	5.000
	CA011900	CA011900	HWB23	06085512032	STATE ROUTE 85	State Highway Agency	60500012	18.600	3	142	68.000	42.000			1992		R074900000		N	20650	 	787	$5,048.92	37.240000	-121.776670			D	0	0	5.000
	CA011901	CA011901	HWB4	06085512033	STATE ROUTE 85	State Highway Agency	50500012	18.000	1	43	42.000	34.000			1992		N000000000		N	26350	 	687	$1,479.58	37.243330	-121.790000			D	0	0	5.000
	CA011902	CA011902	HWB4	06085512033	STATE ROUTE 85	State Highway Agency	50500012	18.100	1	41	39.000	22.000			1992		N000000000		N	26350	 	787	$1,418.60	37.243330	-121.790000			D	0	0	5.000
	CA011903	CA011903	HWB23	06085508401	U.S. HIGHWAY 101	State Highway Agency	60500012	44.600	2	57	29.000	30.000			1993		H046700000		N	151700	 	787	$4,859.67	37.371670	-122.055000			D	0	0	5.000
	CA011905	CA011905	HWB23	06085506703	RAMP/CONNECTOR 17	State Highway Agency	60500012	12.900	2	54	27.000	0.000			1994		N000000000		8	0	 	687	$1,331.62	37.261670	-121.963330			D	0	0	5.000
	CA011906	CA011906	HWB19	06085506703	STATE ROUTE 85	State Highway Agency	50500014	28.500	2	54	27.000	13.000			1994		N000000000		8	47900	 	687	$2,941.95	37.261670	-121.963330			D	0	0	5.000
	CA011907	CA011907	HWB23	06085506703	STATE ROUTE 85	State Highway Agency	60500014	18.100	2	54	27.000	5.000			1994		N000000000		8	47900	 	687	$1,868.40	37.261670	-121.963330			D	0	0	5.000
	CA011908	CA011908	HWB23	06085502702	STATE ROUTE 17	State Highway Agency	60500012	43.900	2	123	61.000	7.000			1994		H066500000		N	117100	 	787	$10,322.07	37.256670	-121.953330			D	0	0	5.000
	CA011910	CA011910	HWB23	06085502702	N17-N85 & S85-N17	State Highway Agency	60500014	12.000	2	124	62.000	7.000			1994		H056600000		N	20002	 	787	$2,844.46	37.256670	-121.953330			D	0	0	5.000
	CA011912	CA011912	HWB23	06085506801	S17-S85 CONNECTOR	State Highway Agency	60500012	12.900	3	158	71.000	57.000			1994		H051600000		N	0	 	787	$3,896.22	37.255000	-121.955000			D	0	0	5.000
	CA011914	CA011914	HWB23	06085506801	SB 85 OFF RAMP	State Highway Agency	60500014	12.000	3	99	42.000	0.000			1994		H052600000		N	0	 	787	$2,270.98	37.253330	-121.953330			D	0	0	5.000
	CA011916	CA011916	HWB23	06085506801	BASCOM AVE ON RAMP	State Highway Agency	60500014	12.000	3	102	46.000	0.000			1994		H067100000		N	0	 	787	$2,339.80	37.251670	-121.953330			D	0	0	5.000
	CA011918	CA011918	HWB23	06085502702	BASCOM AVENUE	State Highway Agency	60500014	34.100	4	138	39.000	21.000			1994		H076000000		N	12000	 	687	$8,995.61	37.255000	-121.950000			D	0	0	5.000
	CA011920	CA011920	HWB23	06085506801	N17 ON RAMP	State Highway Agency	60500012	9.800	3	144	57.000	0.000			1994		H052000000		N	16001	 	787	$2,697.65	37.250000	-121.958330			D	0	0	5.000
	CA011922	CA011922	HWB23	06085507402	ROUTE 85	State Highway Agency	60500014	18.100	2	58	29.000	10.000			1994		H054600000		N	47950	 	787	$2,006.80	37.276670	-122.006670			D	0	0	5.000
	CA011924	CA011924	HWB23	06085507402	STATE ROUTE 85	State Highway Agency	60500014	18.100	2	58	29.000	10.000			1994		H050800000		N	47950	 	787	$2,006.80	37.276670	-122.006670			D	0	0	5.000
	CA011926	CA011926	HWB4	06085507402	RAMP/CONNECTOR 85	State Highway Agency	50500014	8.400	1	30	29.000	29.000			1994		N000000000		8	5700	 	788	$481.72	37.278330	-122.008330			D	0	0	5.000
	CA011927	CA011927	HWB4	06085507402	STATE ROUTE 85	State Highway Agency	50500014	18.100	1	30	30.000	27.000			1994		N000000000		8	47950	 	788	$1,038.00	37.278330	-122.008330			D	0	0	5.000
	CA011928	CA011928	HWB4	06085507402	STATE ROUTE 85	State Highway Agency	50500014	18.100	1	30	30.000	27.000			1994		N000000000		8	47950	 	788	$1,038.00	37.278330	-122.008330			D	0	0	5.000
	CA011929	CA011929	HWB4	06085507402	RAMP/CONNECTOR 85	State Highway Agency	50500014	8.400	1	31	31.000	28.000			1994		N000000000		8	9000	 	788	$497.78	37.278330	-122.008330			D	0	0	5.000
	CA011930	CA011930	HWB23	06085506803	LEIGH AVENUE	State Highway Agency	60500016	23.100	2	59	31.000	3.000			1994		H050700000		N	4000	 	687	$2,605.32	37.250000	-121.921670			D	0	0	5.000
	CA011932	CA011932	HWB23	06085506802	UNION AVENUE	State Highway Agency	60500016	31.300	2	72	40.000	13.000			1994		H051900000		N	8000	 	686	$4,307.98	37.250000	-121.930000			D	0	0	5.000
	CA011934	CA011934	HWB4	06085502702	STATE ROUTE 17	State Highway Agency	10500012	15.800	1	16	91.000	50.000			1994		N000000000		N	92000	 	977	$483.25	37.256670	-121.953330			D	0	0	5.000
	CA011935	CA011935	HWB4	06085502702	S17-S85 CONN UC	State Highway Agency	10500012	15.800	1	87	88.000	55.000			1994		H000000000		N	10001	 	777	$2,627.69	37.256670	-121.953330			D	0	0	5.000
	CA011937	CA011937	HWB23	06085507203	WINCHESTER BLVD	State Highway Agency	60500014	28.300	2	74	37.000	6.000			1994		H051500000		N	8000	 	587	$4,003.27	37.258330	-121.963330			D	0	0	5.000
	CA011939	CA011939	HWB4	06085506701	STATE ROUTE 85	State Highway Agency	50500014	18.100	1	60	60.000	53.000			1994		H050500000		N	47950	 	786	$2,076.00	37.270000	-121.978330			D	0	0	5.000
	CA011941	CA011941	HWB4	06085506701	STATE ROUTE 85	State Highway Agency	50500014	18.100	1	56	56.000	53.000			1994		H060800000		N	47950	 	686	$1,937.60	37.270000	-121.978330			D	0	0	5.000
	CA011943	CA011943	HWB4	06085506604	STATE ROUTE 85	State Highway Agency	50500014	18.100	1	32	31.000	45.000			1994		N000000000		8	47950	 	787	$1,107.20	37.270000	-121.991670			D	0	0	5.000
	CA011944	CA011944	HWB4	06085506604	STATE ROUTE 85	State Highway Agency	50500014	18.000	1	32	31.000	45.000			1994		N000000000		8	47950	 	787	$1,101.08	37.270000	-121.991670			D	0	0	5.000
	CA011945	CA011945	HWB23	06085507301	QUITO ROAD OC	State Highway Agency	60500014	15.800	2	82	41.000	36.000			1994		H059700000		N	4000	 	687	$2,476.67	37.270000	-121.993330			D	0	0	5.000
	CA011947	CA011947	HWB23	06085507401	PROSPECT ROAD	State Highway Agency	60500014	27.400	2	75	38.000	34.000			1993		H052000000		N	8000	 	487	$3,928.34	37.293330	-122.025000			D	0	0	5.000
	CA011949	CA011949	HWB23	06085507905	STATE ROUTE 85	State Highway Agency	60200014	21.200	2	48	24.000	69.000			1993		N000000000		8	47950	 	577	$1,945.24	37.296670	-122.026670			D	0	0	5.000
	CA011950	CA011950	HWB23	06085507905	STATE ROUTE 85	State Highway Agency	60200014	18.100	2	48	24.000	69.000			1993		N000000000		8	47950	 	577	$1,660.80	37.296670	-122.026670			D	0	0	5.000
	CA011951	CA011951	HWB23	06085507905	RAMP/CONNECTOR 85	State Highway Agency	60200014	7.800	2	45	23.000	68.000			1993		N000000000		8	7500	 	577	$670.97	37.296670	-122.026670			D	0	0	5.000
	CA011952	CA011952	HWB23	06085507808	SARATOGA SUNNYVALE	State Highway Agency	60500014	44.500	2	90	45.000	47.000			1994		H050800000		N	15000	 	486	$7,655.96	37.301670	-122.038330			D	0	0	5.000
	CA011954	CA011954	HWB23	06085512027	STATE ROUTE 85	State Highway Agency	60500012	22.000	2	73	37.000	10.000			1992		H058400000		N	42550	 	687	$3,070.03	37.255000	-121.873330			D	0	0	5.000
	CA011956	CA011956	HWB23	06085512027	STATE ROUTE 85	State Highway Agency	60500012	27.000	2	72	37.000	10.000			1992		H059900000		N	42550	 	686	$3,716.15	37.255000	-121.873330			D	0	0	5.000
	CA011958	CA011958	HWB23	06085506801	S17-N85 CONNECTOR	State Highway Agency	60500012	11.400	2	80	41.000	0.000			1994		H058500000		N	0	 	787	$1,743.38	37.253330	-121.956670			D	0	0	5.000
	CA011959	CA011959	HWB4	06085506801	N17-N85 CONNECTOR	State Highway Agency	50500012	8.400	1	39	39.000	19.000			1994		H077700000		N	0	 	787	$626.24	37.253330	-121.955000			D	0	0	5.000
	CA011961	CA011961	HWB4	06085506801	STATE ROUTE 85	State Highway Agency	50500014	17.500	1	31	31.000	7.000			1994		H062000000		N	47900	 	787	$1,037.04	37.253330	-121.955000			D	0	0	5.000
	CA011963	CA011963	HWB4	06085506801	STATE ROUTE 85	State Highway Agency	50500014	17.800	1	30	30.000	8.000			1994		H050000000		N	47900	 	787	$1,020.79	37.253330	-121.955000			D	0	0	5.000
	CA011965	CA011965	HWB4	06085506801	S85-N17 CONNECTOR	State Highway Agency	50500014	8.300	1	29	29.000	4.000			1994		H051300000		N	0	 	787	$460.12	37.253330	-121.955000			D	0	0	5.000
	CA011967	CA011967	HWB4	06085506801	S85-S17 CONNECTOR	State Highway Agency	50500014	8.400	1	33	33.000	5.000			1994		H067600000		N	0	 	787	$529.90	37.253330	-121.955000			D	0	0	5.000
	CA011969	CA011969	HWB4	06085507805	STEVENS CRK-N85 ON	State Highway Agency	50550114	9.600	1	43	42.000	9.000			1993		H064800000		N	0	 	787	$789.11	37.331670	-122.053330			D	0	0	5.000
	CA011971	CA011971	HWB23	06085507805	STEVENS CRK-N85 ON	State Highway Agency	60500014	9.600	2	88	44.000	99.000			1993		H059400000		N	0	 	787	$1,614.92	37.333330	-122.053330			D	0	0	5.000
	CA011973	CA011973	HWB23	06085512038	STATE ROUTE 85	State Highway Agency	60500012	14.500	2	53	27.000	7.000			1994		H056900000		N	20650	 	787	$1,469.06	37.238330	-121.768330			D	0	0	5.000
	CA011975	CA011975	HWB23	06085512038	STATE ROUTE 85	State Highway Agency	60500012	19.500	2	54	27.000	9.000			1994		H062900000		N	20650	 	787	$2,012.91	37.238330	-121.768330			D	0	0	5.000
	CA011977	CA011977	HWB23	06085512001	N101-N85 CONNECTOR	State Highway Agency	60500012	13.900	4	193	61.000	62.000			1994		H054300000		N	20000	 	787	$5,128.25	37.240000	-121.760000			D	0	0	5.000
	CA011979	CA011979	HWB11	06085509109	STATE ROUTE 237	State Highway Agency	20520512	40.200	2	60	30.000	0.000			1995		H056000000		N	0	 	787	$4,610.78	37.392680	-122.050350			D	0	0	5.000
	CA011981	CA011981	HWB23	06085511800	BEAR CREEK ROAD	State Highway Agency	60500007	17.200	2	63	35.000	0.000			1996		H051500000		N	600	 	787	$2,071.41	37.190000	-121.991670			D	0	0	5.000
	CA011984	CA011984	HWB11	06085505006	INTERSTATE 880	State Highway Agency	20400001	46.300	4	166	48.000	0.000			2000		N000000000		 	0	 	787	$14,692.18	37.383330	-121.905000			D	0	0	5.000
	CA011985	CA011985	HWB10	06085511400	ALMA ST	City Highway Agency	20400014	13.800	3	21	13.000	33.000			1936		H042400000		N	21000	 	787	$553.98	37.438330	-122.155000			D	0	0	5.000
	CA011987	CA011987	HWB10	06085511302	ALMA ST	City Highway Agency	20100014	19.800	4	25	9.000	0.000			1940		H043700000		N	22000	 	7N7	$946.24	37.443330	-122.163330			D	0	0	5.000
	CA011989	CA011989	HWB10	06085512602	LEAVESLEY RD	County Highway Agency	20100007	10.600	2	13	6.000	0.000			1948		N000000000		6	8709	 	776	$263.42	37.026670	-121.551670			D	0	0	5.000
	CA011990	CA011990	HWB11	06085512602	LEAVESLEY RD	County Highway Agency	20100007	16.800	4	49	12.000	26.000			1988		N000000000		6	6349	 	777	$1,573.63	37.030000	-121.543330			D	0	0	5.000
	CA011991	CA011991	HWB10	06085507701	STEVENS CR BLVD	City Highway Agency	20400014	12.600	2	17	16.000	30.000			1922		N000000000		U	8000	 	677	$409.46	37.323330	-122.060000			D	0	0	5.000
	CA011993	CA011993	HWB28	06085506103	STEVENS CR BLVD	County Highway Agency	11900016	243.800	2	8	4.000	9.000			1964		N000000000		8	15564	 	778	$3,728.38	37.323330	-121.995000			D	0	0	5.000
	CA011994	CA011994	HWB3	06085507001	MILES AVE	City Highway Agency	30200019	10.700	1	21	19.000	5.000			1956		N000000000		U	500	 	477	$429.54	37.225000	-121.978330			D	0	0	5.000
	CA011995	CA011995	HWB11	06085512602	BLOOMFIELD AVE	County Highway Agency	20100007	10.200	6	73	12.000	0.000			1988		N000000000		6	700	 	777	$1,423.38	36.976670	-121.513330			D	0	0	5.000
	CA011996	CA011996	HWB3	06085507805	HOMESTEAD RD	City Highway Agency	10400014	19.500	1	14	14.000	25.000			1918		N000000000		U	11580	 	756	$521.87	37.336670	-122.061670			D	0	0	5.000
	CA011997	CA011997	HWB3	06085508401	FREMONT AVE	City Highway Agency	11100014	17.700	1	46	21.000	45.000			1911		N000000000		U	17000	 	757	$1,556.42	37.368330	-122.060000			D	0	0	5.000
	CA011999	CA011999	HWB10	06085512100	METCALF ROAD	City Highway Agency	20100016	8.700	4	45	13.000	0.000			1948		N000000000		6	730	 	676	$748.39	37.225000	-121.746670			D	0	0	5.000
	CA012000	CA012000	HWB18	06085501401	WOOSTER AVE	City Highway Agency	50400019	11.000	3	19	6.000	0.000			1957		N000000000		5	1300	 	634	$399.52	37.355000	-121.870000			D	0	0	5.000
	CA012001	CA012001	HWB23	06085503121	ALMADEN EXPWAY	City Highway Agency	60500014	26.700	2	37	25.000	19.000			1990		R074200000		N	45000	 	687	$1,888.47	37.303330	-121.875000			D	0	0	5.000
	CA012002	CA012002	HWB18	06085504602	GOLD ST	City Highway Agency	50200017	11.200	5	92	18.000	9.000			1964		N000000000		U	1740	 	487	$1,969.71	37.423330	-121.975000			D	0	0	5.000
	CA012003	CA012003	HWB13	06085503123	CURTNER AVE	County Highway Agency	30200014	36.700	2	44	21.000	31.000			1960		H044700000		N	37262	 	677	$3,086.85	37.293330	-121.876670			D	0	0	5.000
	CA012005	CA012005	HWB10	06085505006	TRIMBLE RD	City Highway Agency	20400014	20.100	5	64	14.000	27.000			1961		N000000000		U	32000	 	677	$2,459.08	37.380000	-121.936670			D	0	0	5.000
	CA012006	CA012006	HWB10	06085507001	BELLA VISTA AVE	City Highway Agency	20400019	10.600	3	40	17.000	14.000			1957		H045000000		N	600	 	556	$810.52	37.225000	-121.971670			D	0	0	5.000
	CA012008	CA012008	HWB18	06085502202	BASCOM AVE	City Highway Agency	50200014	38.100	2	49	24.000	15.000			1972		N000000000		5	30000	 	486	$3,568.77	37.296670	-121.930000			D	0	0	5.000
	CA012009	CA012009	HWB6	06085501402	SANTA CLARA ST	City Highway Agency	10400014	18.700	4	46	13.000	0.000			1917		N000000000		U	21840	 	356	$1,644.36	37.343330	-121.873330			D	0	0	5.000
	CA012010	CA012010	HWB13	06085503115	CURTNER AVE	County Highway Agency	30200016	24.000	3	51	19.000	99.000			1962		R070400000		N	26548	 	766	$2,339.80	37.296670	-121.870000			D	0	0	5.000
	CA012011	CA012011	HWB10	06085512052	ALMADEN EXPRESSWAY	County Highway Agency	20400002	37.200	3	34	21.000	11.000			1965		N000000000		6	31858	 	756	$2,417.79	37.245000	-121.861670			D	0	0	5.000
	CA012012	CA012012	HWB10	06085503207	CAPITOL EXPWY	County Highway Agency	20400012	40.800	6	78	14.000	35.000			1964		N000000000		6	43144	 	777	$6,083.48	37.298330	-121.821670			D	0	0	5.000
	CA012013	CA012013	HWB10	06085511707	STEVENS CANYON RD	County Highway Agency	20100008	13.400	3	24	9.000	99.000			1964		N000000000		6	1183	 	777	$614.77	37.283330	-122.076670			D	0	0	5.000
	CA012014	CA012014	HWB10	06085512005	CAPITOL EXPWY	County Highway Agency	20400002	34.100	3	39	13.000	16.000			1966		N000000000		6	37847	 	756	$2,542.24	37.273330	-121.875000			D	0	0	5.000
	CA012015	CA012015	HWB6	06085511707	CRISTO REY DR	City Highway Agency	10400019	10.900	3	45	18.000	0.000			1966		R071100000		N	80	 	777	$937.64	37.331670	-122.076670			D	0	0	5.000
	CA012016	CA012016	HWB6	06085504805	PERSIAN DRIVE	City Highway Agency	10100019	10.700	3	18	6.000	13.000			1966		N000000000		U	2300	 	777	$368.17	37.406670	-122.003330			D	0	0	5.000
	CA012017	CA012017	HWB6	06085504602	MOFFIT PARK DR	City Highway Agency	10100019	11.000	3	18	6.000	13.000			1966		N000000000		U	2300	 	777	$378.50	37.408330	-122.003330			D	0	0	5.000
	CA012018	CA012018	HWB10	06085512200	WATSONVILLE RD	County Highway Agency	20400007	11.600	4	76	21.000	35.000			1965		N000000000		6	2704	 	777	$1,685.27	37.028330	-121.656670			D	0	0	5.000
	CA012019	CA012019	HWB18	06085501900	SOUTHWEST EXPWY	City Highway Agency	50500014	11.600	2	64	33.000	30.000			1972		H047200000		N	28500	 	787	$1,419.17	37.313330	-121.913330			D	0	0	5.000
	CA012021	CA012021	HWB22	06085501900	SOUTHWEST EXPWY	City Highway Agency	60500014	15.200	2	66	33.000	30.000			1972		H048800000		N	28500	 	787	$1,917.72	37.313330	-121.913330			D	0	0	5.000
	CA012023	CA012023	HWB13	06085506502	SAN TOMAS EXPWY	County Highway Agency	30200014	35.400	3	45	15.000	13.000			1968		N000000000		6	60074	 	767	$3,045.18	37.271670	-121.948330			D	0	0	5.000
	CA012024	CA012024	HWB3	06085509109	YUBA DRIVE	City Highway Agency	10400019	12.300	1	18	17.000	20.000			1924		N000000000		U	100	 	557	$423.23	37.388330	-122.068330			D	0	0	5.000
	CA012025	CA012025	HWB10	06085502400	W ALMA AVE	City Highway Agency	20400016	18.900	2	31	15.000	12.000			1954		N000000000		2	12000	 	676	$1,120.01	37.310000	-121.885000			D	0	0	5.000
	CA012026	CA012026	HWB10	06085504504	LOS COCHES ST	City Highway Agency	20100017	14.600	2	24	12.000	1.000			1971		N000000000		U	500	 	776	$669.82	37.431670	-121.891670			D	0	0	5.000
	CA012027	CA012027	HWB10	06085508704	MATHILDA AVE	City Highway Agency	20500014	25.300	8	227	32.000	12.000			1965		H056400000		N	47500	 	677	$10,978.51	37.380000	-122.031670			D	0	0	5.000
	CA012028	CA012028	HWB3	06085504601	E BAYSHORE RD	City Highway Agency	50400017	10.900	1	20	19.000	0.000			1959		N000000000		U	8000	 	787	$416.73	37.431670	-122.105000			D	0	0	5.000
	CA012029	CA012029	HWB3	06085504601	W BAYSHORE RD	City Highway Agency	50400017	10.800	1	20	19.000	0.000			1959		N000000000		U	4400	 	787	$412.91	37.431670	-122.103330			D	0	0	5.000
	CA012030	CA012030	HWB10	06085505006	O'TOOL AVE	City Highway Agency	20100017	9.700	7	86	12.000	15.000			1952		N000000000		U	15210	 	676	$1,594.66	37.383330	-121.905000			D	0	0	5.000
	CA012031	CA012031	HWB3	06085507703	FOOTHILL BLVD	City Highway Agency	10100014	34.900	1	7	7.000	15.000			1967		R070600000		N	20826	 	776	$467.00	37.333330	-122.068330			D	0	0	5.000
	CA012032	CA012032	HWB15	06085505202	SCOTT BLVD	City Highway Agency	40200016	20.400	3	67	27.000	28.000			1964		R071600000		N	26150	 	777	$2,612.77	37.363330	-121.958330			D	0	0	5.000
	CA012033	CA012033	HWB22	06085503003	ALMADEN EXPWY	County Highway Agency	60500002	34.100	2	58	29.000	99.000			1974		H046200000		N	48869	 	787	$3,780.76	37.275000	-121.878330			D	0	0	5.000
	CA012035	CA012035	HWB10	06085503108	ALMADEN EXPWY	County Highway Agency	20500014	15.800	3	87	31.000	48.000			1973		N000000000		6	39931	 	777	$2,627.69	37.286670	-121.881670			D	0	0	5.000
	CA012036	CA012036	HWB18	06085504601	E BAYSHORE RD	City Highway Agency	50100017	11.200	2	25	12.000	0.000			1960		N000000000		U	8000	 	777	$535.25	37.440000	-122.111670			D	0	0	5.000
	CA012037	CA012037	HWB18	06085504601	W BAYSHORE RD	City Highway Agency	50100017	11.100	2	25	12.000	0.000			1960		N000000000		U	4400	 	777	$530.47	37.440000	-122.113330			D	0	0	5.000
	CA012038	CA012038	HWB18	06085505006	MONTAGUE EXPWY	County Highway Agency	50200014	33.500	5	61	12.000	0.000			1964		N000000000		6	43311	 	767	$3,906.35	37.395000	-121.938330			D	0	0	5.000
	CA012039	CA012039	HWB10	06085505006	MONTAGUE EXPWY	County Highway Agency	20400014	15.800	5	62	14.000	29.000			1974		N000000000		6	20996	 	888	$1,872.60	37.396670	-121.913330			D	0	0	5.000
	CA012040	CA012040	HWB10	06085505006	MONTAGUE EXPWY	County Highway Agency	20400014	17.700	5	62	14.000	29.000			1966		N000000000		6	23732	 	888	$2,097.79	37.396670	-121.913330			D	0	0	5.000
	CA012041	CA012041	HWB10	06085506204	CALVERT DR	County Highway Agency	20100014	13.900	2	20	10.000	34.000			1965		N000000000		6	10983	 	888	$531.42	37.320000	-121.995000			D	0	0	5.000
	CA012042	CA012042	HWB19	06085505202	CENTRAL EXPRESSWAY	County Highway Agency	50500014	39.000	2	59	29.000	6.000			1977		H048500000		N	20003	 	878	$4,398.59	37.375000	-121.965000			D	0	0	5.000
	CA012044	CA012044	HWB23	06085500800	JULIAN ST	City Highway Agency	60200016	26.900	3	56	19.000	21.000			1976		N000000000		6	8000	 	677	$2,879.63	37.336670	-121.900000			D	0	0	5.000
	CA012045	CA012045	HWB13	06085506502	SAN TOMAS EXPWY	County Highway Agency	30200014	33.000	6	94	18.000	5.000			1968		H067600000		N	48591	 	766	$5,929.78	37.273330	-121.950000			D	0	0	5.000
	CA012047	CA012047	HWB13	06085506502	SAN TOMAS EXPWY	County Highway Agency	30200014	7.900	8	148	21.000	0.000			1968		R078500000		N	6058	 	766	$2,235.04	37.273330	-121.950000			D	0	0	5.000
	CA012048	CA012048	HWB13	06085506502	SAN TOMAS EXPWY	County Highway Agency	30200014	7.900	9	167	21.000	0.000			1968		R074200000		N	48591	 	766	$2,521.97	37.273330	-121.950000			D	0	0	5.000
	CA012049	CA012049	HWB11	06085512024	BRANHAM LN	City Highway Agency	20100016	37.900	4	40	10.000	3.000			1975		N000000000		U	24890	 	577	$2,897.99	37.263330	-121.875000			D	0	0	5.000
	CA012050	CA012050	HWB10	06085503105	KEYES ST	City Highway Agency	20400014	34.300	4	63	18.000	40.000			1954		N000000000		6	21110	 	677	$4,130.78	37.325000	-121.860000			D	0	0	5.000
	CA012051	CA012051	HWB13	06085513500	SAN ANTONIO VLY RD	County Highway Agency	30200008	4.500	3	27	9.000	0.000			1964		N000000000		U	77	 	766	$309.68	37.360000	-121.590000			D	0	0	5.000
	CA012052	CA012052	HWB3	06085513500	SAN ANTONIO VLY RD	County Highway Agency	30200008	9.900	1	10	9.000	0.000			1966		N000000000		8	56	 	766	$189.25	37.366670	-121.485000			D	0	0	5.000
	CA012053	CA012053	HWB25	06085513500	SAN ANTONIO VLY RD	County Highway Agency	30200008	9.100	2	18	9.000	0.000			1965		N000000000		U	56	 	766	$313.12	37.376670	-121.485000			D	0	0	5.000
	CA012054	CA012054	HWB10	06085512401	WATSONVILLE RD	County Highway Agency	20400007	14.100	3	38	15.000	0.000			1968		N000000000		6	2424	 	777	$1,024.24	37.085000	-121.653330			D	0	0	5.000
	CA012055	CA012055	HWB10	06085512200	UVAS RD	County Highway Agency	20200007	7.500	4	64	16.000	0.000			1923		N000000000		6	702	 	756	$917.57	37.060000	-121.723330			D	0	0	5.000
	CA012056	CA012056	HWB3	06085512200	UVAS RD	County Highway Agency	10200007	7.300	1	16	15.000	30.000			1928		N000000000		8	980	 	756	$223.27	37.101670	-121.723330			D	0	0	5.000
